,L,R,F,M,C
744,2572,2,38,62200,1.269493087
745,2969,38,25,63767,1.238245644
746,1823,70,50,58964,1.338983448
747,1827,6,66,95599,0.825197125
748,2068,2,75,96092,0.820139033
749,1095,12,70,119084,0.661306893
750,2209,3,93,67658,1.1630145729999999
751,2451,2,97,98027,0.8019518090000001
752,1277,20,72,100623,0.780282142
753,1477,5,65,105089,0.746562628
754,3114,60,45,57094,1.3739172240000002
755,2133,10,27,53927,1.4536389930000002
756,1856,2,81,99333,0.789152044
757,1138,8,74,123708,0.633542051
758,3125,2,81,96407,0.8128448140000001
759,654,63,43,87048,0.9000129809999999
760,1301,62,13,74307,1.054007025
761,1543,2,68,87657,0.8934457029999999
762,1006,3,51,105499,0.742125613
763,1705,36,65,94928,0.8242233059999999
764,2484,12,61,95828,0.816480465
765,3133,3,34,54155,1.4419512509999999
766,3122,1,106,73656,1.059797165
767,1560,10,68,117406,0.664639116
768,1124,5,69,59262,1.315850461
769,724,9,31,54938,1.418710546
770,1469,4,85,123956,0.6286328210000001
771,3428,9,85,115698,0.6731533820000001
772,643,21,44,122665,0.6342576120000001
773,3306,2,82,84793,0.917503332
774,683,20,78,92800,0.837629526
775,1400,288,35,98033,0.7928544470000001
776,1230,23,64,113219,0.6863847059999999
777,1441,3,49,106738,0.727940377
778,793,143,9,110088,0.705555556
779,2911,105,44,128750,0.603258718
780,2358,3,86,119842,0.647968909
781,2880,7,45,101385,0.765687133
782,2869,30,78,113329,0.6849814259999999
783,1061,14,59,108263,0.71581593
784,2410,1,98,99128,0.7815750340000001
785,831,12,87,104670,0.739837298
786,2812,39,25,118355,0.654261755
787,1164,23,48,88016,0.879216392
788,890,13,53,59280,1.304834683
789,3413,10,31,82721,0.934580215
790,2656,12,61,102513,0.7541312809999999
791,1424,2,54,87327,0.885256908
792,2399,2,68,83233,0.928783415
793,1470,5,80,110571,0.6987418040000001
794,2487,2,70,91869,0.8396392690000001
795,1325,2,61,71334,1.0811090079999999
796,3049,9,59,96238,0.8011154640000001
797,774,3,71,108053,0.713502263
798,544,67,9,75093,1.026311241
799,1455,33,43,63261,1.218127915
800,2600,12,65,81718,0.942705034
801,2966,1,118,113715,0.677334828
802,1319,27,31,57054,1.348767483
803,1149,34,13,123460,0.623107079
804,2786,11,105,100538,0.7646203429999999
805,2811,108,54,97929,0.7849829979999999
806,1697,4,39,53274,1.441390547
807,2019,2,67,83561,0.9188581990000001
808,2920,24,43,93927,0.81727746
809,2270,3,78,91540,0.8383759009999999
810,3229,1,77,119849,0.640188153
811,1574,2,33,60387,1.270434862
812,2580,25,67,107438,0.71315326
813,1978,1,34,52371,1.462471215
814,1520,82,40,104027,0.7356240209999999
815,1492,34,47,57546,1.329559135
816,2805,14,49,98276,0.778446009
817,3125,3,39,106909,0.71552526
818,1513,8,47,102319,0.747021277
819,1983,4,72,97247,0.785089206
820,2185,113,30,55190,1.382804856
821,1261,123,21,54220,1.4073332719999998
822,2168,1,62,88473,0.862353147
823,1228,3,31,95165,0.801548679
824,1100,5,85,115578,0.6599335510000001
825,1406,376,18,70739,1.077664372
826,2925,22,41,56029,1.3586755069999998
827,1461,71,12,112511,0.6764841659999999
828,2364,10,88,99522,0.7644740859999999
829,1599,4,43,103564,0.734484473
830,1165,2,53,84028,0.904737825
831,972,20,56,65103,1.167142221
832,3183,32,80,114222,0.664970058
833,2255,24,42,53030,1.431651895
834,838,1,79,103403,0.7339671
835,731,96,30,85368,0.888219942
836,3345,12,30,55918,1.3558616190000001
837,2596,23,38,100035,0.757393112
838,2022,25,49,100244,0.755588065
839,681,1,122,91128,0.83108397
840,3268,7,60,99311,0.762068552
841,2525,2,86,96033,0.7873670509999999
842,1896,39,6,73392,1.03
843,731,235,6,73392,1.03
844,3295,24,59,105575,0.7158654040000001
845,2173,3,68,85336,0.885546077
846,2933,1,62,87492,0.863288072
847,1359,72,38,57596,1.30967272
848,1635,6,104,99462,0.757270716
849,1101,21,45,113659,0.662631116
850,2792,1,59,104352,0.721700494
851,1517,11,57,95289,0.7899742890000001
852,2560,36,58,103107,0.729874305
853,2999,11,78,109710,0.685185398
854,393,11,38,55596,1.351954277
855,1399,8,31,55642,1.3507072
856,689,24,91,114600,0.655811606
857,625,1,82,118887,0.631932339
858,1960,109,34,66320,1.132759349
859,3400,3,54,98038,0.766080091
860,2463,38,51,80432,0.933638602
861,2933,4,62,91853,0.817490664
862,1841,11,101,86102,0.871194513
863,815,3,98,90418,0.82935577
864,856,2,67,99772,0.751497414
865,2369,1,58,82250,0.911499088
866,3125,10,45,72849,1.028986397
867,2091,1,45,77987,0.960536115
868,1571,15,55,83780,0.8932666509999999
869,2553,31,38,113467,0.659311165
870,1355,5,53,85130,0.878743334
871,1186,56,39,57001,1.311457343
872,3063,9,51,92227,0.810541273
873,524,9,11,81937,0.912206573
874,2925,60,31,52216,1.4311883330000001
875,655,7,51,93929,0.795260889
876,2542,7,67,95559,0.78088584
877,2937,75,65,95518,0.780413325
878,949,14,22,54730,1.361512333
879,1927,1,64,101534,0.733608939
880,2814,15,70,117261,0.635178874
881,2722,14,73,97885,0.7606702759999999
882,1458,25,55,91097,0.8169428190000001
883,1680,30,59,88730,0.8379436490000001
884,1695,6,63,84128,0.88377199
885,3239,6,113,109075,0.681333761
886,2792,3,72,60674,1.224716518
887,2958,4,122,87871,0.844693244
888,2709,3,79,98039,0.7569282629999999
889,683,19,78,81033,0.91528402
890,2511,15,45,97205,0.7628747490000001
891,874,2,78,100891,0.7349542579999999
892,902,42,75,78024,0.9501409820000001
893,2929,1,72,103478,0.715944549
894,2684,180,45,80074,0.9250694359999999
895,2496,107,47,105448,0.7023584140000001
896,1504,2,61,57474,1.288559697
897,830,88,10,111277,0.665374696
898,2835,14,32,79748,0.9281484179999999
899,2194,1,57,92596,0.7992955420000001
900,1474,85,58,51359,1.441034872
901,2867,20,34,99007,0.7469786979999999
902,2384,28,45,108968,0.6786184940000001
903,2804,15,66,99380,0.743689072
904,2084,11,52,54902,1.3461425809999998
905,3295,4,103,126385,0.5845876489999999
906,3133,61,61,82229,0.8973846209999999
907,506,2,32,68796,1.071943718
908,656,3,92,81252,0.907426648
909,1819,6,58,94789,0.777775797
910,3191,1,80,100890,0.73022133
911,3035,8,46,82198,0.8951384459999999
912,1037,14,85,96524,0.762113878
913,520,53,15,87979,0.8357346640000001
914,1913,26,55,53082,1.38513677
915,3332,9,70,90676,0.8107778240000001
916,1536,4,84,88600,0.828726975
917,3019,5,85,94910,0.7733566540000001
918,1879,8,51,103334,0.710294095
919,2693,5,66,87096,0.842461652
920,946,30,13,75939,0.9659100070000001
921,1500,6,85,87222,0.8405888420000001
922,3286,11,83,84586,0.866116497
923,2847,6,89,76929,0.952323571
924,1348,4,85,88084,0.829060102
925,2342,20,53,100834,0.724125295
926,904,1,92,93608,0.7794460940000001
927,1720,15,54,73594,0.991353507
928,1173,6,78,92961,0.7846618470000001
929,2900,5,45,94176,0.77380288
930,1597,21,57,96770,0.752291723
931,1457,18,44,94505,0.770116925
932,2604,1,78,97688,0.744750123
933,1270,13,69,122130,0.595677639
934,1403,13,91,94399,0.770311126
935,841,4,56,99083,0.7335225009999999
936,2118,4,44,69243,1.048949208
937,2530,7,72,92591,0.784232377
938,635,287,49,81119,0.894173991
939,705,1,37,107668,0.67363915
940,513,4,88,94053,0.7709061909999999
941,2519,9,84,101344,0.715400813
942,1737,12,58,96418,0.751877658
943,3015,4,60,107228,0.676071828
944,642,3,9,91224,0.794444444
945,584,151,11,95158,0.7609997059999999
946,2928,10,33,94251,0.76655558
947,3115,46,72,108362,0.666644027
948,2946,29,38,57045,1.2653776840000002
949,607,130,27,72382,0.9970661209999999
950,1232,8,35,71526,1.008923608
951,3154,5,84,94699,0.760778361
952,719,31,27,83430,0.8632206640000001
953,1294,87,55,91229,0.789220204
954,2820,2,25,60909,1.181765256
955,2980,76,24,104992,0.685569377
956,867,404,48,109680,0.65625
957,1484,7,65,85774,0.838990253
958,2622,5,67,107942,0.666477923
959,2191,44,37,96596,0.744337447
960,1156,5,68,49054,1.464808986
961,1021,15,75,94885,0.756962955
962,2775,10,78,95712,0.749861982
963,2026,18,29,93670,0.766206897
964,1621,4,61,91722,0.78226347
965,1118,1,110,94212,0.761354286
966,2530,67,26,50464,1.4205865569999998
967,3265,7,62,82613,0.867230581
968,3247,29,61,97269,0.7364044040000001
969,2719,9,62,103017,0.695298834
970,2919,37,53,93161,0.768521162
971,2325,9,28,48681,1.4704897190000001
972,2843,7,67,105406,0.678681764
973,2705,18,79,79187,0.902894036
974,3437,4,26,74707,0.956791465
975,2740,20,60,79936,0.893743995
976,2195,25,47,85104,0.839405903
977,1293,22,47,93009,0.767970626
978,3251,6,47,69445,1.0275776509999999
979,1884,5,52,50564,1.410842497
980,569,19,12,86872,0.8210383090000001
981,2487,12,47,55930,1.275212587
982,929,14,64,95009,0.7506681470000001
983,3287,14,50,91885,0.7760869570000001
984,649,86,11,79822,0.892701511
985,2094,8,49,95617,0.7450367609999999
986,2353,7,43,76616,0.929799128
987,2679,8,59,93989,0.7578648570000001
988,2572,3,89,97760,0.728606997
989,3338,39,50,66551,1.070130276
990,1957,2,60,59525,1.19527963
991,1051,12,50,86754,0.820040344
992,1446,4,60,102459,0.694059575
993,2179,6,67,94955,0.7487699440000001
994,1560,5,40,56236,1.264161391
995,2134,2,46,51348,1.38430046
996,974,4,82,83895,0.847254187
997,2861,34,56,91642,0.7756107459999999
998,1408,27,9,110088,0.645555556
999,2411,148,28,48738,1.457490254
1000,1486,30,65,105426,0.6734283759999999
1001,488,14,39,57173,1.241211236
1002,1890,5,63,90448,0.7843940159999999
1003,1630,72,17,60715,1.166852837
1004,1437,27,8,75179,0.942246505
1005,3231,3,84,110523,0.640647015
1006,2316,18,37,90444,0.7828232940000001
1007,2391,29,80,100267,0.7060982179999999
1008,2721,3,45,82181,0.8610738490000001
1009,767,14,93,83778,0.84441154
1010,2195,21,44,51657,1.369228759
1011,2679,2,69,84501,0.8358346059999999
1012,1729,20,82,97301,0.725362843
1013,2587,1,78,88944,0.7927240740000001
1014,1656,3,69,98985,0.712019397
1015,2779,19,84,92064,0.765469565
1016,2359,1,64,104064,0.676593058
1017,915,10,11,111496,0.630909091
1018,1940,2,87,99343,0.707182388
1019,1403,9,36,103715,0.677307911
1020,2267,31,58,93874,0.7480802990000001
1021,1535,4,45,89241,0.786511917
1022,1091,3,78,82663,0.84868599
1023,1073,58,51,70410,0.9960274109999999
1024,2165,6,81,94452,0.74244971
1025,2260,1,67,86831,0.807476938
1026,2860,12,83,93223,0.751684992
1027,2713,48,38,79321,0.88335611
1028,1319,4,47,79014,0.886655909
1029,2981,74,75,94837,0.738562797
1030,800,7,50,91158,0.7679431320000001
1031,1704,5,43,96346,0.726250389
1032,3066,2,103,98576,0.709802487
1033,2848,16,53,58456,1.196730703
1034,2218,13,59,106818,0.65477251
1035,1219,220,40,84144,0.831087778
1036,1186,5,92,90054,0.776382171
1037,1894,85,23,97363,0.718099175
1038,1151,18,74,75406,0.925861603
1039,976,117,31,48504,1.439048326
1040,2426,5,66,104974,0.6636847220000001
1041,2234,1,114,106887,0.651210811
1042,915,44,8,97856,0.71
1043,2465,7,74,87556,0.793000365
1044,1434,12,74,95970,0.723339585
1045,1981,48,45,93363,0.74342941
1046,2392,38,19,67361,1.0297544570000001
1047,1581,22,51,49694,1.395562442
1048,3197,87,9,64966,1.066327925
1049,908,11,53,70959,0.976189208
1050,1119,10,63,89864,0.770572087
1051,2868,32,27,49859,1.388584408
1052,1718,9,39,101074,0.684744247
1053,3408,2,82,98222,0.704230722
1054,2386,40,52,99663,0.6938930190000001
1055,1901,4,60,95528,0.72390922
1056,730,21,15,102029,0.677207167
1057,2498,119,64,86680,0.796799954
1058,3063,4,128,122933,0.561786827
1059,1230,17,21,58554,1.179136865
1060,2871,81,49,74209,0.9294625990000001
1061,626,6,68,95591,0.7215020240000001
1062,2938,14,52,89362,0.771647904
1063,3275,2,66,91139,0.756303449
1064,2217,25,43,56979,1.208202145
1065,1110,18,79,102497,0.671539069
1066,2768,7,88,95204,0.7228046090000001
1067,2852,7,62,84141,0.817781462
1068,2917,4,76,106316,0.646832085
1069,1747,9,61,93582,0.734644483
1070,3127,69,63,108742,0.63222306
1071,2651,13,99,89194,0.770776846
1072,2565,6,59,96721,0.710553034
1073,2925,3,35,84602,0.8123133020000001
1074,2342,25,93,93800,0.73240629
1075,1160,6,55,86833,0.7908684490000001
1076,765,24,50,86748,0.791493983
1077,705,16,83,119272,0.575621269
1078,1277,4,54,87334,0.7857932759999999
1079,2453,28,67,99876,0.686488346
1080,1128,92,44,78334,0.8720875990000001
1081,812,1,71,83498,0.8177744379999999
1082,1645,77,8,97856,0.6975
1083,3282,8,67,107343,0.6357259439999999
1084,2274,14,66,95500,0.714466492
1085,793,5,37,49165,1.3865882230000002
1086,2407,2,45,64879,1.050657223
1087,2181,2,88,82559,0.825079034
1088,2116,7,74,87838,0.77524067
1089,2651,97,55,83607,0.814324997
1090,2740,2,63,90250,0.7542840999999999
1091,1896,1,96,106628,0.638373879
1092,710,9,63,82060,0.82876639
1093,2401,4,66,86473,0.7864642140000001
1094,2527,25,65,92968,0.7314930940000001
1095,423,175,9,89386,0.760529166
1096,2594,28,24,58285,1.166275543
1097,3059,18,38,47103,1.4430961930000001
1098,725,11,75,104980,0.6472666220000001
1099,1954,3,42,82833,0.819982012
1100,3052,18,48,76188,0.890162362
1101,1331,3,84,79768,0.8483582390000001
1102,2930,9,48,103296,0.655015683
1103,2912,1,38,90002,0.751680518
1104,1740,14,41,77675,0.870894754
1105,1599,20,59,80922,0.8352330640000001
1106,640,64,15,73334,0.920963128
1107,3124,15,50,89808,0.751963299
1108,2633,7,98,93582,0.7206628409999999
1109,1651,9,70,72324,0.932417455
1110,2181,15,53,75761,0.8900197990000001
1111,2091,112,23,47595,1.416268936
1112,1009,4,60,88340,0.762685873
1113,1668,36,34,84475,0.797343238
1114,876,16,46,97431,0.690650512
1115,2574,3,66,96751,0.695424233
1116,3160,22,64,89491,0.7517455390000001
1117,2655,6,58,49869,1.349008201
1118,1936,12,97,115517,0.582283647
1119,979,61,50,83383,0.8066655070000001
1120,843,4,73,107221,0.62728915
1121,2856,2,63,101041,0.665195416
1122,2038,2,55,101325,0.663082359
1123,730,13,83,101114,0.664267955
1124,1040,5,37,80277,0.8366723970000001
1125,625,11,54,59159,1.134827161
1126,1404,94,56,73248,0.91625
1127,2359,5,54,80811,0.830013488
1128,1591,5,77,94466,0.7099307690000001
1129,3240,263,17,90438,0.741289723
1130,1742,3,61,99005,0.676810666
1131,709,27,24,75020,0.8923636359999999
1132,2801,68,25,77593,0.862744191
1133,3376,2,75,91756,0.7291747679999999
1134,1253,3,62,87570,0.7639901790000001
1135,2602,6,8,81088,0.825
1136,830,27,47,108535,0.61626093
1137,836,5,77,51017,1.310647431
1138,2609,16,93,78812,0.847757067
1139,1116,2,45,53533,1.247749239
1140,1914,16,84,92563,0.721065869
1141,2511,6,42,74786,0.892427995
1142,2852,4,31,53936,1.236860909
1143,3290,1,62,87482,0.7623050459999999
1144,2415,3,27,46587,1.431428295
1145,1328,1,95,81511,0.818104182
1146,3345,2,65,88117,0.7564273640000001
1147,1225,3,60,90460,0.7367836609999999
1148,961,21,33,83267,0.800237669
1149,1299,437,31,110216,0.60440544
1150,2466,18,54,88445,0.752916615
1151,2909,5,42,95736,0.695375825
1152,2652,6,69,74659,0.891297365
1153,1694,7,62,87599,0.7595434879999999
1154,2447,16,57,96789,0.6873007259999999
1155,522,5,68,89790,0.74069863
1156,517,1,128,98649,0.6740434270000001
1157,2177,7,76,86218,0.7711289990000001
1158,698,6,67,103410,0.642522193
1159,2896,14,56,87501,0.7590530390000001
1160,1663,52,63,86986,0.7634627409999999
1161,2421,9,56,97831,0.678767262
1162,3301,1,76,94455,0.7028135090000001
1163,1764,22,31,82520,0.804163718
1164,2495,6,70,88915,0.746303211
1165,1060,66,40,89451,0.741461247
1166,1301,7,86,81293,0.815594824
1167,807,30,8,97856,0.6775
1168,1625,2,38,74979,0.884175169
1169,2802,10,75,82533,0.8032435509999999
1170,945,32,28,58744,1.128214286
1171,871,3,58,92630,0.715125553
1172,1430,6,56,94125,0.703703373
1173,797,7,66,104688,0.632428741
1174,1722,3,60,85396,0.774692023
1175,2557,3,108,76956,0.8595644259999999
1176,3432,28,10,111243,0.594440819
1177,641,50,21,85913,0.7695947059999999
1178,1427,31,17,67111,0.985147442
1179,1182,4,71,78274,0.844210977
1180,1556,1,83,98330,0.6719452859999999
1181,2420,60,42,96446,0.684900773
1182,1407,25,62,88828,0.7436010040000001
1183,560,23,32,118596,0.556829741
1184,2247,2,59,82148,0.803856089
1185,2995,6,45,75513,0.874336472
1186,3114,2,62,65751,1.00370367
1187,1813,51,61,96606,0.68244726
1188,3046,2,60,94677,0.69633966
1189,2450,107,25,99217,0.664036304
1190,1218,1,103,94561,0.6964352109999999
1191,2880,34,64,80426,0.818625942
1192,859,8,66,79955,0.822299043
1193,1712,17,53,55075,1.193531729
1194,1326,144,71,81869,0.802114353
1195,2478,6,43,53080,1.237156745
1196,1690,10,71,84420,0.77772471
1197,556,9,48,78464,0.836235471
1198,962,9,60,82184,0.798367322
1199,775,2,34,84604,0.775308023
1200,667,3,49,78459,0.835948457
1201,1180,2,43,93727,0.6997169440000001
1202,2732,35,57,90166,0.726836612
1203,3344,4,81,91228,0.718119985
1204,3344,17,66,87963,0.7447026590000001
1205,2422,9,33,84484,0.7748500309999999
1206,2526,20,55,103053,0.635123674
1207,2940,107,10,89033,0.7347814859999999
1208,2301,67,10,100784,0.6489639229999999
1209,840,30,34,87913,0.7438075140000001
1210,3236,7,39,81039,0.804813608
1211,2841,10,50,96270,0.6773808040000001
1212,1008,3,60,96998,0.6712497159999999
1213,2441,2,116,83165,0.782612517
1214,1280,217,32,46488,1.400029255
1215,1389,1,74,99702,0.652215703
1216,1132,6,13,77042,0.844045975
1217,1965,60,28,47951,1.3555404480000002
1218,924,14,50,95085,0.6834599570000001
1219,2362,16,71,91365,0.7112315440000001
1220,1237,49,51,86803,0.748592215
1221,3362,12,63,91024,0.713542692
1222,1997,63,40,52906,1.227439421
1223,2946,2,64,89078,0.7288708770000001
1224,3081,2,34,47751,1.35951645
1225,2531,11,45,80817,0.8032229609999999
1226,2132,39,11,89648,0.724004216
1227,2215,2,39,83889,0.7726835459999999
1228,3408,1,101,82033,0.7897719209999999
1229,2706,71,10,98764,0.655965331
1230,2859,2,45,90950,0.7120016490000001
1231,1978,35,46,88065,0.735062056
1232,3001,3,82,87360,0.7409887820000001
1233,2007,265,11,90291,0.716932695
1234,3225,15,61,98900,0.654428514
1235,2462,6,30,83790,0.772333333
1236,1929,1,97,93299,0.6935350859999999
1237,3140,4,88,87325,0.740870083
1238,975,19,18,94550,0.6838852459999999
1239,2447,65,43,99065,0.652629385
1240,1124,1,81,84659,0.763417239
1241,1125,28,25,84429,0.765015931
1242,3178,6,13,98379,0.65643674
1243,2329,42,71,76605,0.842243326
1244,2714,9,91,83244,0.774857888
1245,2067,1,76,74101,0.870106206
1246,1652,11,48,93831,0.68701783
1247,1177,6,9,110088,0.585555556
1248,636,3,59,98344,0.655315017
1249,2906,57,28,80963,0.795878735
1250,551,23,26,50024,1.28795738
1251,2764,289,18,94161,0.684170092
1252,1968,57,23,47238,1.363048817
1253,776,15,89,96608,0.6664313510000001
1254,686,1,43,93049,0.69179658
1255,499,224,7,62686,1.026835338
1256,1216,68,25,44870,1.433750836
1257,628,14,59,86620,0.742177442
1258,2854,5,53,86686,0.741590338
1259,2612,12,56,80865,0.794874297
1260,3349,90,35,55938,1.1490632490000001
1261,2727,12,51,53198,1.207902929
1262,2728,5,51,84896,0.75665261
1263,3174,255,5,61160,1.05
1264,2755,13,39,49396,1.299550976
1265,2873,65,15,65979,0.9722899709999999
1266,2784,11,63,85096,0.7538277940000001
1267,3207,5,52,56462,1.1353775990000001
1268,2363,4,73,78754,0.81388666
1269,940,4,26,47873,1.337733378
1270,2800,11,57,80646,0.7940450859999999
1271,3265,2,77,90123,0.710465253
1272,2397,6,71,83712,0.764650707
1273,3097,2,95,74066,0.862945346
1274,614,5,40,69761,0.916007655
1275,3253,2,28,91701,0.69680407
1276,2955,5,73,95647,0.668030362
1277,3040,131,43,85974,0.743074883
1278,1507,8,25,52450,1.2176
1279,2986,47,63,80675,0.791293957
1280,1045,4,49,75477,0.845687295
1281,2746,22,46,89271,0.714593877
1282,565,314,10,100472,0.634799745
1283,987,2,59,80541,0.791726947
