,L,R,F,M,C,K
673,1189,88,14,79047,1.035521272,A
674,935,2,60,118246,0.6915089729999999,B
675,2701,8,39,60512,1.3509103980000001,A
676,1091,61,36,75213,1.086663476,B
677,3277,46,17,109583,0.745799622,C
678,1612,21,104,93309,0.875784758,B
679,2903,15,50,125199,0.6526988229999999,A
680,2199,12,41,108363,0.7536585370000001,B
681,591,195,20,77590,1.052316793,B
682,2395,7,68,86064,0.9486224209999999,A
683,2556,2,99,105598,0.77280422,A
684,1220,12,98,120774,0.6753600940000001,A
685,3407,8,89,106510,0.764573373,A
686,2033,71,35,105725,0.7683779620000001,A
687,2639,6,78,105745,0.767752423,A
688,1477,4,75,119758,0.677779021,A
689,2902,15,56,57828,1.402678633,B
690,818,2,29,81848,0.99101884,A
691,849,45,55,100558,0.8062292409999999,A
692,2693,18,26,70104,1.156431302,A
693,2520,5,66,94599,0.856638865,A
694,2926,5,67,112610,0.7188581829999999,A
695,1347,17,65,99061,0.81700528,A
696,1343,9,76,82442,0.9812910890000001,B
697,2509,4,38,58995,1.370945673,C
698,1112,17,51,113913,0.7100000879999999,B
699,2878,3,71,109398,0.738039452,A
700,583,9,67,64594,1.248345512,A
701,3418,25,61,108008,0.746502852,C
702,2088,3,44,56219,1.4340239069999998,A
703,1653,1,120,101087,0.797076083,A
704,1269,1,101,94342,0.853658074,A
705,1346,8,34,58541,1.375456688,A
706,2750,9,70,116485,0.689642615,A
707,1780,28,34,90814,0.883529412,A
708,675,35,31,100130,0.8012903229999999,B
709,780,62,44,102276,0.7843010090000001,A
710,1393,27,43,60630,1.322550717,A
711,1540,34,62,104969,0.762393469,A
712,2164,26,35,57698,1.386811155,B
713,2296,4,51,92818,0.8615744790000001,A
714,741,3,59,118571,0.6739168940000001,A
715,916,6,54,64470,1.2387031179999999,A
716,808,23,55,84601,0.9425804659999999,A
717,845,69,34,84892,0.938940654,B
718,1867,2,58,107038,0.7446574109999999,A
719,2691,3,83,95665,0.8329750690000001,B
720,3008,3,39,64329,1.238633431,A
721,3267,18,65,102141,0.7799595659999999,A
722,2023,10,44,83527,0.953680726,A
723,2702,1,64,124573,0.639421062,B
724,762,67,50,64381,1.2370464890000001,A
725,1046,83,27,55673,1.42926697,A
726,3345,9,40,77198,1.030612192,A
727,3169,2,72,107745,0.7381336490000001,B
728,2478,41,47,57158,1.391171839,C
729,3036,1,70,112030,0.709738017,A
730,1156,113,51,107440,0.739495067,B
731,2867,1,52,98327,0.8075949640000001,C
732,643,2,57,99434,0.798412817,A
733,3130,2,56,87321,0.908338086,A
734,1569,13,32,60308,1.3146624,A
735,2982,1,65,94255,0.8411298070000001,A
736,1605,30,16,127164,0.623378315,A
737,1405,8,81,110402,0.7176489559999999,A
738,2199,101,44,104867,0.7555097409999999,A
739,1161,11,96,107452,0.7372859509999999,A
740,428,75,37,77098,1.025352668,A
741,1126,10,63,108377,0.729203429,A
742,1590,21,81,116556,0.677642764,A
743,1561,13,82,127934,0.617297044,B
744,2572,2,38,62200,1.269493087,A
745,2969,38,25,63767,1.238245644,B
746,1823,70,50,58964,1.338983448,C
747,1827,6,66,95599,0.825197125,A
748,2068,2,75,96092,0.820139033,A
749,1095,12,70,119084,0.661306893,A
750,2209,3,93,67658,1.1630145729999999,A
751,2451,2,97,98027,0.8019518090000001,A
752,1277,20,72,100623,0.780282142,A
753,1477,5,65,105089,0.746562628,B
754,3114,60,45,57094,1.3739172240000002,B
755,2133,10,27,53927,1.4536389930000002,A
756,1856,2,81,99333,0.789152044,A
757,1138,8,74,123708,0.633542051,A
758,3125,2,81,96407,0.8128448140000001,A
759,654,63,43,87048,0.9000129809999999,A
760,1301,62,13,74307,1.054007025,B
761,1543,2,68,87657,0.8934457029999999,B
762,1006,3,51,105499,0.742125613,B
763,1705,36,65,94928,0.8242233059999999,A
764,2484,12,61,95828,0.816480465,A
765,3133,3,34,54155,1.4419512509999999,A
766,3122,1,106,73656,1.059797165,A
767,1560,10,68,117406,0.664639116,A
768,1124,5,69,59262,1.315850461,A
769,724,9,31,54938,1.418710546,A
770,1469,4,85,123956,0.6286328210000001,B
771,3428,9,85,115698,0.6731533820000001,A
772,643,21,44,122665,0.6342576120000001,A
773,3306,2,82,84793,0.917503332,A
774,683,20,78,92800,0.837629526,A
775,1400,288,35,98033,0.7928544470000001,C
776,1230,23,64,113219,0.6863847059999999,B
777,1441,3,49,106738,0.727940377,A
778,793,143,9,110088,0.705555556,A
779,2911,105,44,128750,0.603258718,A
780,2358,3,86,119842,0.647968909,A
781,2880,7,45,101385,0.765687133,A
782,2869,30,78,113329,0.6849814259999999,A
783,1061,14,59,108263,0.71581593,A
784,2410,1,98,99128,0.7815750340000001,A
785,831,12,87,104670,0.739837298,A
786,2812,39,25,118355,0.654261755,C
787,1164,23,48,88016,0.879216392,A
788,890,13,53,59280,1.304834683,A
789,3413,10,31,82721,0.934580215,B
790,2656,12,61,102513,0.7541312809999999,B
791,1424,2,54,87327,0.885256908,C
792,2399,2,68,83233,0.928783415,A
793,1470,5,80,110571,0.6987418040000001,A
794,2487,2,70,91869,0.8396392690000001,A
795,1325,2,61,71334,1.0811090079999999,A
796,3049,9,59,96238,0.8011154640000001,B
797,774,3,71,108053,0.713502263,A
798,544,67,9,75093,1.026311241,A
799,1455,33,43,63261,1.218127915,B
800,2600,12,65,81718,0.942705034,A
801,2966,1,118,113715,0.677334828,A
802,1319,27,31,57054,1.348767483,A
803,1149,34,13,123460,0.623107079,A
804,2786,11,105,100538,0.7646203429999999,A
805,2811,108,54,97929,0.7849829979999999,C
806,1697,4,39,53274,1.441390547,A
807,2019,2,67,83561,0.9188581990000001,A
808,2920,24,43,93927,0.81727746,A
809,2270,3,78,91540,0.8383759009999999,A
810,3229,1,77,119849,0.640188153,B
811,1574,2,33,60387,1.270434862,A
812,2580,25,67,107438,0.71315326,A
813,1978,1,34,52371,1.462471215,A
814,1520,82,40,104027,0.7356240209999999,A
815,1492,34,47,57546,1.329559135,A
816,2805,14,49,98276,0.778446009,A
817,3125,3,39,106909,0.71552526,A
818,1513,8,47,102319,0.747021277,A
819,1983,4,72,97247,0.785089206,A
820,2185,113,30,55190,1.382804856,C
821,1261,123,21,54220,1.4073332719999998,C
822,2168,1,62,88473,0.862353147,A
823,1228,3,31,95165,0.801548679,A
824,1100,5,85,115578,0.6599335510000001,A
825,1406,376,18,70739,1.077664372,C
826,2925,22,41,56029,1.3586755069999998,A
827,1461,71,12,112511,0.6764841659999999,A
828,2364,10,88,99522,0.7644740859999999,A
829,1599,4,43,103564,0.734484473,A
830,1165,2,53,84028,0.904737825,A
831,972,20,56,65103,1.167142221,C
832,3183,32,80,114222,0.664970058,A
833,2255,24,42,53030,1.431651895,A
834,838,1,79,103403,0.7339671,A
835,731,96,30,85368,0.888219942,B
836,3345,12,30,55918,1.3558616190000001,B
837,2596,23,38,100035,0.757393112,A
838,2022,25,49,100244,0.755588065,A
839,681,1,122,91128,0.83108397,A
840,3268,7,60,99311,0.762068552,A
841,2525,2,86,96033,0.7873670509999999,A
842,1896,39,6,73392,1.03,A
843,731,235,6,73392,1.03,C
844,3295,24,59,105575,0.7158654040000001,A
845,2173,3,68,85336,0.885546077,A
846,2933,1,62,87492,0.863288072,A
847,1359,72,38,57596,1.30967272,A
848,1635,6,104,99462,0.757270716,A
849,1101,21,45,113659,0.662631116,A
850,2792,1,59,104352,0.721700494,B
851,1517,11,57,95289,0.7899742890000001,A
852,2560,36,58,103107,0.729874305,B
853,2999,11,78,109710,0.685185398,A
854,393,11,38,55596,1.351954277,A
855,1399,8,31,55642,1.3507072,C
856,689,24,91,114600,0.655811606,B
857,625,1,82,118887,0.631932339,A
858,1960,109,34,66320,1.132759349,C
859,3400,3,54,98038,0.766080091,A
860,2463,38,51,80432,0.933638602,B
861,2933,4,62,91853,0.817490664,B
862,1841,11,101,86102,0.871194513,A
863,815,3,98,90418,0.82935577,B
864,856,2,67,99772,0.751497414,B
865,2369,1,58,82250,0.911499088,A
866,3125,10,45,72849,1.028986397,A
867,2091,1,45,77987,0.960536115,A
868,1571,15,55,83780,0.8932666509999999,A
869,2553,31,38,113467,0.659311165,A
870,1355,5,53,85130,0.878743334,B
871,1186,56,39,57001,1.311457343,A
872,3063,9,51,92227,0.810541273,A
873,524,9,11,81937,0.912206573,B
874,2925,60,31,52216,1.4311883330000001,A
875,655,7,51,93929,0.795260889,B
876,2542,7,67,95559,0.78088584,B
877,2937,75,65,95518,0.780413325,C
878,949,14,22,54730,1.361512333,A
879,1927,1,64,101534,0.733608939,A
880,2814,15,70,117261,0.635178874,A
881,2722,14,73,97885,0.7606702759999999,B
882,1458,25,55,91097,0.8169428190000001,A
883,1680,30,59,88730,0.8379436490000001,B
884,1695,6,63,84128,0.88377199,A
885,3239,6,113,109075,0.681333761,A
886,2792,3,72,60674,1.224716518,A
887,2958,4,122,87871,0.844693244,A
888,2709,3,79,98039,0.7569282629999999,A
889,683,19,78,81033,0.91528402,A
890,2511,15,45,97205,0.7628747490000001,A
891,874,2,78,100891,0.7349542579999999,A
892,902,42,75,78024,0.9501409820000001,B
893,2929,1,72,103478,0.715944549,A
894,2684,180,45,80074,0.9250694359999999,C
895,2496,107,47,105448,0.7023584140000001,B
896,1504,2,61,57474,1.288559697,C
897,830,88,10,111277,0.665374696,A
898,2835,14,32,79748,0.9281484179999999,A
899,2194,1,57,92596,0.7992955420000001,A
900,1474,85,58,51359,1.441034872,B
901,2867,20,34,99007,0.7469786979999999,A
902,2384,28,45,108968,0.6786184940000001,A
903,2804,15,66,99380,0.743689072,C
904,2084,11,52,54902,1.3461425809999998,A
905,3295,4,103,126385,0.5845876489999999,B
906,3133,61,61,82229,0.8973846209999999,B
907,506,2,32,68796,1.071943718,A
908,656,3,92,81252,0.907426648,A
909,1819,6,58,94789,0.777775797,B
910,3191,1,80,100890,0.73022133,A
911,3035,8,46,82198,0.8951384459999999,B
912,1037,14,85,96524,0.762113878,A
913,520,53,15,87979,0.8357346640000001,A
914,1913,26,55,53082,1.38513677,B
915,3332,9,70,90676,0.8107778240000001,A
916,1536,4,84,88600,0.828726975,A
917,3019,5,85,94910,0.7733566540000001,A
918,1879,8,51,103334,0.710294095,B
919,2693,5,66,87096,0.842461652,A
920,946,30,13,75939,0.9659100070000001,A
921,1500,6,85,87222,0.8405888420000001,A
922,3286,11,83,84586,0.866116497,A
923,2847,6,89,76929,0.952323571,B
924,1348,4,85,88084,0.829060102,A
925,2342,20,53,100834,0.724125295,A
926,904,1,92,93608,0.7794460940000001,A
927,1720,15,54,73594,0.991353507,A
928,1173,6,78,92961,0.7846618470000001,B
929,2900,5,45,94176,0.77380288,B
930,1597,21,57,96770,0.752291723,A
931,1457,18,44,94505,0.770116925,A
932,2604,1,78,97688,0.744750123,A
933,1270,13,69,122130,0.595677639,B
934,1403,13,91,94399,0.770311126,A
935,841,4,56,99083,0.7335225009999999,A
936,2118,4,44,69243,1.048949208,A
937,2530,7,72,92591,0.784232377,C
938,635,287,49,81119,0.894173991,C
939,705,1,37,107668,0.67363915,B
940,513,4,88,94053,0.7709061909999999,A
941,2519,9,84,101344,0.715400813,A
942,1737,12,58,96418,0.751877658,B
943,3015,4,60,107228,0.676071828,A
944,642,3,9,91224,0.794444444,A
945,584,151,11,95158,0.7609997059999999,B
946,2928,10,33,94251,0.76655558,A
947,3115,46,72,108362,0.666644027,B
948,2946,29,38,57045,1.2653776840000002,A
949,607,130,27,72382,0.9970661209999999,C
950,1232,8,35,71526,1.008923608,B
951,3154,5,84,94699,0.760778361,A
952,719,31,27,83430,0.8632206640000001,B
953,1294,87,55,91229,0.789220204,B
954,2820,2,25,60909,1.181765256,A
955,2980,76,24,104992,0.685569377,B
956,867,404,48,109680,0.65625,C
957,1484,7,65,85774,0.838990253,A
958,2622,5,67,107942,0.666477923,A
959,2191,44,37,96596,0.744337447,A
960,1156,5,68,49054,1.464808986,B
961,1021,15,75,94885,0.756962955,A
962,2775,10,78,95712,0.749861982,B
963,2026,18,29,93670,0.766206897,B
964,1621,4,61,91722,0.78226347,A
965,1118,1,110,94212,0.761354286,A
966,2530,67,26,50464,1.4205865569999998,A
967,3265,7,62,82613,0.867230581,B
968,3247,29,61,97269,0.7364044040000001,A
969,2719,9,62,103017,0.695298834,A
970,2919,37,53,93161,0.768521162,A
971,2325,9,28,48681,1.4704897190000001,C
972,2843,7,67,105406,0.678681764,A
973,2705,18,79,79187,0.902894036,A
974,3437,4,26,74707,0.956791465,A
975,2740,20,60,79936,0.893743995,A
976,2195,25,47,85104,0.839405903,A
977,1293,22,47,93009,0.767970626,A
978,3251,6,47,69445,1.0275776509999999,A
979,1884,5,52,50564,1.410842497,A
980,569,19,12,86872,0.8210383090000001,A
981,2487,12,47,55930,1.275212587,A
982,929,14,64,95009,0.7506681470000001,A
983,3287,14,50,91885,0.7760869570000001,B
984,649,86,11,79822,0.892701511,A
985,2094,8,49,95617,0.7450367609999999,A
986,2353,7,43,76616,0.929799128,B
987,2679,8,59,93989,0.7578648570000001,A
988,2572,3,89,97760,0.728606997,A
989,3338,39,50,66551,1.070130276,C
990,1957,2,60,59525,1.19527963,A
991,1051,12,50,86754,0.820040344,A
992,1446,4,60,102459,0.694059575,A
993,2179,6,67,94955,0.7487699440000001,A
994,1560,5,40,56236,1.264161391,A
995,2134,2,46,51348,1.38430046,A
996,974,4,82,83895,0.847254187,C
997,2861,34,56,91642,0.7756107459999999,A
998,1408,27,9,110088,0.645555556,C
999,2411,148,28,48738,1.457490254,C
1000,1486,30,65,105426,0.6734283759999999,A
1001,488,14,39,57173,1.241211236,A
1002,1890,5,63,90448,0.7843940159999999,A
1003,1630,72,17,60715,1.166852837,B
1004,1437,27,8,75179,0.942246505,A
1005,3231,3,84,110523,0.640647015,A
1006,2316,18,37,90444,0.7828232940000001,A
1007,2391,29,80,100267,0.7060982179999999,B
1008,2721,3,45,82181,0.8610738490000001,A
1009,767,14,93,83778,0.84441154,B
1010,2195,21,44,51657,1.369228759,A
1011,2679,2,69,84501,0.8358346059999999,A
1012,1729,20,82,97301,0.725362843,B
1013,2587,1,78,88944,0.7927240740000001,A
1014,1656,3,69,98985,0.712019397,A
1015,2779,19,84,92064,0.765469565,B
1016,2359,1,64,104064,0.676593058,A
1017,915,10,11,111496,0.630909091,B
1018,1940,2,87,99343,0.707182388,A
1019,1403,9,36,103715,0.677307911,A
1020,2267,31,58,93874,0.7480802990000001,A
1021,1535,4,45,89241,0.786511917,A
1022,1091,3,78,82663,0.84868599,A
1023,1073,58,51,70410,0.9960274109999999,B
1024,2165,6,81,94452,0.74244971,A
1025,2260,1,67,86831,0.807476938,A
1026,2860,12,83,93223,0.751684992,A
1027,2713,48,38,79321,0.88335611,A
1028,1319,4,47,79014,0.886655909,B
1029,2981,74,75,94837,0.738562797,A
1030,800,7,50,91158,0.7679431320000001,A
1031,1704,5,43,96346,0.726250389,B
1032,3066,2,103,98576,0.709802487,A
1033,2848,16,53,58456,1.196730703,A
1034,2218,13,59,106818,0.65477251,A
1035,1219,220,40,84144,0.831087778,B
1036,1186,5,92,90054,0.776382171,A
1037,1894,85,23,97363,0.718099175,B
1038,1151,18,74,75406,0.925861603,B
1039,976,117,31,48504,1.439048326,A
1040,2426,5,66,104974,0.6636847220000001,A
1041,2234,1,114,106887,0.651210811,B
1042,915,44,8,97856,0.71,A
1043,2465,7,74,87556,0.793000365,A
1044,1434,12,74,95970,0.723339585,A
1045,1981,48,45,93363,0.74342941,B
1046,2392,38,19,67361,1.0297544570000001,C
1047,1581,22,51,49694,1.395562442,C
1048,3197,87,9,64966,1.066327925,B
1049,908,11,53,70959,0.976189208,A
1050,1119,10,63,89864,0.770572087,A
1051,2868,32,27,49859,1.388584408,A
1052,1718,9,39,101074,0.684744247,A
1053,3408,2,82,98222,0.704230722,A
1054,2386,40,52,99663,0.6938930190000001,A
1055,1901,4,60,95528,0.72390922,B
1056,730,21,15,102029,0.677207167,A
1057,2498,119,64,86680,0.796799954,C
1058,3063,4,128,122933,0.561786827,A
1059,1230,17,21,58554,1.179136865,A
1060,2871,81,49,74209,0.9294625990000001,C
1061,626,6,68,95591,0.7215020240000001,A
1062,2938,14,52,89362,0.771647904,A
1063,3275,2,66,91139,0.756303449,A
1064,2217,25,43,56979,1.208202145,B
1065,1110,18,79,102497,0.671539069,A
1066,2768,7,88,95204,0.7228046090000001,A
1067,2852,7,62,84141,0.817781462,A
1068,2917,4,76,106316,0.646832085,A
1069,1747,9,61,93582,0.734644483,A
1070,3127,69,63,108742,0.63222306,B
1071,2651,13,99,89194,0.770776846,A
1072,2565,6,59,96721,0.710553034,A
1073,2925,3,35,84602,0.8123133020000001,A
1074,2342,25,93,93800,0.73240629,B
1075,1160,6,55,86833,0.7908684490000001,A
1076,765,24,50,86748,0.791493983,A
1077,705,16,83,119272,0.575621269,A
1078,1277,4,54,87334,0.7857932759999999,A
1079,2453,28,67,99876,0.686488346,A
1080,1128,92,44,78334,0.8720875990000001,B
1081,812,1,71,83498,0.8177744379999999,A
1082,1645,77,8,97856,0.6975,A
1083,3282,8,67,107343,0.6357259439999999,A
1084,2274,14,66,95500,0.714466492,A
1085,793,5,37,49165,1.3865882230000002,A
1086,2407,2,45,64879,1.050657223,A
1087,2181,2,88,82559,0.825079034,A
1088,2116,7,74,87838,0.77524067,B
1089,2651,97,55,83607,0.814324997,C
1090,2740,2,63,90250,0.7542840999999999,A
1091,1896,1,96,106628,0.638373879,A
1092,710,9,63,82060,0.82876639,A
1093,2401,4,66,86473,0.7864642140000001,A
1094,2527,25,65,92968,0.7314930940000001,A
1095,423,175,9,89386,0.760529166,A
1096,2594,28,24,58285,1.166275543,A
1097,3059,18,38,47103,1.4430961930000001,A
1098,725,11,75,104980,0.6472666220000001,A
1099,1954,3,42,82833,0.819982012,A
1100,3052,18,48,76188,0.890162362,A
1101,1331,3,84,79768,0.8483582390000001,B
1102,2930,9,48,103296,0.655015683,A
1103,2912,1,38,90002,0.751680518,A
1104,1740,14,41,77675,0.870894754,A
1105,1599,20,59,80922,0.8352330640000001,A
1106,640,64,15,73334,0.920963128,A
1107,3124,15,50,89808,0.751963299,B
1108,2633,7,98,93582,0.7206628409999999,B
1109,1651,9,70,72324,0.932417455,A
1110,2181,15,53,75761,0.8900197990000001,B
1111,2091,112,23,47595,1.416268936,A
1112,1009,4,60,88340,0.762685873,A
1113,1668,36,34,84475,0.797343238,A
1114,876,16,46,97431,0.690650512,A
1115,2574,3,66,96751,0.695424233,A
1116,3160,22,64,89491,0.7517455390000001,A
1117,2655,6,58,49869,1.349008201,A
1118,1936,12,97,115517,0.582283647,B
1119,979,61,50,83383,0.8066655070000001,A
1120,843,4,73,107221,0.62728915,A
1121,2856,2,63,101041,0.665195416,A
1122,2038,2,55,101325,0.663082359,A
1123,730,13,83,101114,0.664267955,A
1124,1040,5,37,80277,0.8366723970000001,A
1125,625,11,54,59159,1.134827161,A
1126,1404,94,56,73248,0.91625,B
1127,2359,5,54,80811,0.830013488,A
1128,1591,5,77,94466,0.7099307690000001,A
1129,3240,263,17,90438,0.741289723,B
1130,1742,3,61,99005,0.676810666,B
1131,709,27,24,75020,0.8923636359999999,A
1132,2801,68,25,77593,0.862744191,A
1133,3376,2,75,91756,0.7291747679999999,A
1134,1253,3,62,87570,0.7639901790000001,A
1135,2602,6,8,81088,0.825,A
1136,830,27,47,108535,0.61626093,A
1137,836,5,77,51017,1.310647431,A
1138,2609,16,93,78812,0.847757067,A
1139,1116,2,45,53533,1.247749239,A
1140,1914,16,84,92563,0.721065869,A
1141,2511,6,42,74786,0.892427995,B
1142,2852,4,31,53936,1.236860909,A
1143,3290,1,62,87482,0.7623050459999999,A
1144,2415,3,27,46587,1.431428295,A
1145,1328,1,95,81511,0.818104182,B
1146,3345,2,65,88117,0.7564273640000001,A
1147,1225,3,60,90460,0.7367836609999999,A
1148,961,21,33,83267,0.800237669,A
1149,1299,437,31,110216,0.60440544,C
1150,2466,18,54,88445,0.752916615,A
1151,2909,5,42,95736,0.695375825,A
1152,2652,6,69,74659,0.891297365,C
1153,1694,7,62,87599,0.7595434879999999,A
1154,2447,16,57,96789,0.6873007259999999,B
1155,522,5,68,89790,0.74069863,A
1156,517,1,128,98649,0.6740434270000001,A
1157,2177,7,76,86218,0.7711289990000001,A
1158,698,6,67,103410,0.642522193,A
1159,2896,14,56,87501,0.7590530390000001,B
1160,1663,52,63,86986,0.7634627409999999,A
1161,2421,9,56,97831,0.678767262,A
1162,3301,1,76,94455,0.7028135090000001,A
1163,1764,22,31,82520,0.804163718,B
1164,2495,6,70,88915,0.746303211,A
1165,1060,66,40,89451,0.741461247,B
1166,1301,7,86,81293,0.815594824,A
1167,807,30,8,97856,0.6775,A
1168,1625,2,38,74979,0.884175169,A
1169,2802,10,75,82533,0.8032435509999999,A
1170,945,32,28,58744,1.128214286,B
1171,871,3,58,92630,0.715125553,A
1172,1430,6,56,94125,0.703703373,A
1173,797,7,66,104688,0.632428741,A
1174,1722,3,60,85396,0.774692023,A
1175,2557,3,108,76956,0.8595644259999999,B
1176,3432,28,10,111243,0.594440819,B
1177,641,50,21,85913,0.7695947059999999,B
1178,1427,31,17,67111,0.985147442,A
1179,1182,4,71,78274,0.844210977,A
1180,1556,1,83,98330,0.6719452859999999,A
1181,2420,60,42,96446,0.684900773,A
1182,1407,25,62,88828,0.7436010040000001,A
1183,560,23,32,118596,0.556829741,A
1184,2247,2,59,82148,0.803856089,B
1185,2995,6,45,75513,0.874336472,A
1186,3114,2,62,65751,1.00370367,A
1187,1813,51,61,96606,0.68244726,A
1188,3046,2,60,94677,0.69633966,A
1189,2450,107,25,99217,0.664036304,A
1190,1218,1,103,94561,0.6964352109999999,A
1191,2880,34,64,80426,0.818625942,B
1192,859,8,66,79955,0.822299043,A
1193,1712,17,53,55075,1.193531729,A
1194,1326,144,71,81869,0.802114353,A
1195,2478,6,43,53080,1.237156745,A
1196,1690,10,71,84420,0.77772471,A
1197,556,9,48,78464,0.836235471,A
1198,962,9,60,82184,0.798367322,B
1199,775,2,34,84604,0.775308023,A
1200,667,3,49,78459,0.835948457,A
1201,1180,2,43,93727,0.6997169440000001,A
1202,2732,35,57,90166,0.726836612,A
1203,3344,4,81,91228,0.718119985,A
1204,3344,17,66,87963,0.7447026590000001,B
1205,2422,9,33,84484,0.7748500309999999,A
1206,2526,20,55,103053,0.635123674,B
1207,2940,107,10,89033,0.7347814859999999,A
1208,2301,67,10,100784,0.6489639229999999,A
1209,840,30,34,87913,0.7438075140000001,B
1210,3236,7,39,81039,0.804813608,A
1211,2841,10,50,96270,0.6773808040000001,A
1212,1008,3,60,96998,0.6712497159999999,A
1213,2441,2,116,83165,0.782612517,A
